GM,Year,Team,Team_ID,W,L,WPct,Finish
Sly Desjardins,2048,Detroit,40,76,86,0.469,5th
Sly Desjardins,2049,Detroit,40,71,91,0.438,5th
Sly Desjardins,2050,Detroit,40,74,88,0.457,3rd
Sly Desjardins,2051,Detroit,40,63,99,0.389,5th
Sly Desjardins,2052,Detroit,40,88,74,0.543,3rd
Sly Desjardins,2053,Detroit,40,85,77,0.525,3rd
Sly Desjardins,2054,Detroit,40,73,89,0.451,5th
Adam Kiefer,2001,New York,48,31,28,0.525,5th
Adam Kiefer,2001,Colorado,39,14,16,0.467,6th
Adam Kiefer,2002,Colorado,39,74,82,0.474,5th
Adam Kiefer,2003,Colorado,39,84,72,0.538,4th
Adam Kiefer,2004,Colorado,39,88,68,0.564,2nd
Adam Kiefer,2005,Colorado,39,96,60,0.615,1st
Adam Kiefer,2006,Colorado,39,97,59,0.622,1st
Adam Kiefer,2007,Colorado,39,97,59,0.622,1st
Adam Kiefer,2008,Colorado,39,88,68,0.564,1st
Adam Kiefer,2009,Colorado,39,81,75,0.519,3rd
Adam Kiefer,2010,Colorado,39,56,100,0.359,8th
Adam Kiefer,2011,Colorado,39,76,80,0.487,6th
Adam Kiefer,2012,Colorado,39,89,67,0.571,3rd
Adam Kiefer,2013,Colorado,39,68,88,0.436,7th
Adam Kiefer,2014,Colorado,39,84,72,0.538,4th
Adam Kiefer,2015,Colorado,39,77,79,0.494,6th
Adam Kiefer,2016,Colorado,39,94,62,0.603,1st
Adam Kiefer,2017,Colorado,39,91,65,0.583,2nd
Adam Kiefer,2018,Colorado,39,87,69,0.558,3rd
Adam Kiefer,2019,Colorado,39,67,89,0.429,7th
Adam Kiefer,2020,Colorado,39,71,85,0.455,7th
Adam Kiefer,2021,Colorado,39,73,83,0.468,5th
Adam Kiefer,2022,Colorado,39,74,82,0.474,4th
Adam Kiefer,2023,Colorado,39,98,58,0.628,1st
Adam Kiefer,2024,Colorado,39,94,62,0.603,2nd
Adam Kiefer,2025,Colorado,39,105,51,0.673,1st
Adam Kiefer,2026,Colorado,39,88,68,0.564,1st
Adam Kiefer,2027,Colorado,39,85,71,0.545,1st
Adam Kiefer,2028,Colorado,39,91,65,0.583,1st
Adam Kiefer,2029,Colorado,39,93,63,0.596,1st
Adam Kiefer,2030,Colorado,39,33,21,0.611,2nd
Adam Kiefer,2030,New York,48,61,45,0.575,3rd
Adam Kiefer,2031,New York,48,68,94,0.42,5th
Adam Kiefer,2032,New York,48,74,88,0.457,5th
Adam Kiefer,2033,New York,48,69,93,0.426,5th
Adam Kiefer,2034,New York,48,87,75,0.537,3rd
Adam Kiefer,2035,New York,48,102,60,0.63,1st
Adam Kiefer,2036,New York,48,100,62,0.617,1st
Adam Kiefer,2037,New York,48,88,74,0.543,3rd
Adam Kiefer,2038,New York,48,100,62,0.617,1st
Adam Kiefer,2039,New York,48,103,59,0.636,1st
Adam Kiefer,2040,New York,48,99,63,0.611,1st
Adam Kiefer,2041,New York,48,69,75,0.479,4th
Adam Kiefer,2041,Colorado,39,7,11,0.389,6th
Adam Kiefer,2042,Colorado,39,93,69,0.574,2nd
Adam Kiefer,2043,Colorado,39,96,66,0.593,1st
Adam Kiefer,2044,Colorado,39,87,75,0.537,3rd
Adam Kiefer,2045,Colorado,39,86,76,0.531,2nd
Adam Kiefer,2046,Colorado,39,100,62,0.617,1st
Adam Kiefer,2047,Colorado,39,78,84,0.481,4th
Adam Kiefer,2048,Colorado,39,88,74,0.543,4th
Adam Kiefer,2049,Colorado,39,80,82,0.494,4th
Adam Kiefer,2050,Colorado,39,85,77,0.525,3rd
Adam Kiefer,2051,Colorado,39,92,70,0.568,2nd
Adam Kiefer,2052,Colorado,39,78,84,0.481,5th
Adam Kiefer,2053,Colorado,39,73,89,0.451,4th
Adam Kiefer,2054,Colorado,39,57,105,0.352,6th
Adam Kiefer,2055,Colorado,39,58,104,0.358,6th
Adam Kiefer,2056,Colorado,39,57,105,0.352,6th
Adam Kiefer,2057,Colorado,39,99,63,0.611,1st
Adam Kiefer,2058,Colorado,39,56,40,0.583,3rd
Jake Speller,2002,Los Angeles,44,72,84,0.462,5th
Jake Speller,2003,California,44,91,65,0.583,3rd
Jake Speller,2004,California,44,91,65,0.583,2nd
Jake Speller,2005,California,44,85,71,0.545,4th
Jake Speller,2006,California,44,83,73,0.532,5th
Jake Speller,2007,California,44,92,64,0.59,2nd
Jake Speller,2008,California,44,98,58,0.628,1st
Jake Speller,2009,California,44,91,65,0.583,1st
Jake Speller,2010,California,44,101,55,0.647,1st
Jake Speller,2011,California,44,105,51,0.673,1st
Jake Speller,2012,California,44,99,57,0.635,1st
Jake Speller,2013,California,44,112,44,0.718,1st
Jake Speller,2014,California,44,101,55,0.647,1st
Jake Speller,2015,California,44,93,63,0.596,2nd
Jake Speller,2016,California,44,85,72,0.541,3rd
Jake Speller,2017,California,44,75,81,0.481,7th
Jake Speller,2018,California,44,73,83,0.468,6th
Jake Speller,2019,California,44,81,75,0.519,4th
Jake Speller,2020,California,44,79,77,0.506,4th
Jake Speller,2021,California,44,74,82,0.474,5th
Jake Speller,2022,California,44,90,66,0.577,3rd
Jake Speller,2023,California,44,96,60,0.615,2nd
Jake Speller,2024,California,44,79,77,0.506,4th
Jake Speller,2025,California,44,82,74,0.526,4th
Jake Speller,2026,California,44,67,89,0.429,7th
Jake Speller,2027,California,44,79,77,0.506,5th
Jake Speller,2028,California,44,82,74,0.526,2nd
Jake Speller,2029,California,44,69,87,0.442,5th
Jake Speller,2030,California,44,92,70,0.568,3rd
Jake Speller,2031,California,44,74,88,0.457,5th
Jake Speller,2032,California,44,94,69,0.577,4th
Jake Speller,2033,California,44,93,69,0.574,1st
Jake Speller,2034,California,44,101,61,0.623,2nd
Jake Speller,2035,California,44,94,68,0.58,3rd
Jake Speller,2036,California,44,95,67,0.586,1st
Jake Speller,2037,California,44,88,74,0.543,4th
Jake Speller,2038,California,44,84,78,0.519,3rd
Jake Speller,2039,California,44,64,98,0.395,5th
Jake Speller,2040,California,44,100,62,0.617,2nd
Jake Speller,2043,St. Louis,60,90,72,0.556,2nd
Jake Speller,2044,St. Louis,60,44,40,0.524,3rd
Doug Wolfe,2002,Oakland,50,0,0,0,7th
Doug Wolfe,2002,New York,48,61,95,0.391,7th
Doug Wolfe,2003,New York,48,65,91,0.417,6th
Doug Wolfe,2004,New York,48,65,91,0.417,6th
Doug Wolfe,2005,New York,48,68,88,0.436,8th
Doug Wolfe,2006,New York,48,69,87,0.442,5th
Doug Wolfe,2007,New York,48,74,82,0.474,5th
Doug Wolfe,2008,New York,48,84,72,0.538,5th
Doug Wolfe,2009,New York,48,78,78,0.5,4th
Doug Wolfe,2010,New York,48,53,103,0.34,8th
Doug Wolfe,2011,New York,48,58,98,0.372,8th
Doug Wolfe,2012,New York,48,5,7,0.417,6th
Zach Miller,2002,Chicago,35,66,90,0.423,7th
Zach Miller,2003,Chicago,35,63,93,0.404,8th
Zach Miller,2004,Chicago,35,87,69,0.558,3rd
Zach Miller,2005,Chicago,35,84,72,0.538,2nd
Zach Miller,2006,Chicago,35,93,63,0.596,2nd
Zach Miller,2007,Chicago,35,89,67,0.571,3rd
Zach Miller,2008,Chicago,35,78,78,0.5,5th
Zach Miller,2009,Chicago,35,68,88,0.436,6th
Zach Miller,2010,Chicago,35,59,97,0.378,6th
Zach Miller,2011,Chicago,35,60,96,0.385,8th
Zach Miller,2012,Chicago,35,58,98,0.372,8th
Zach Miller,2013,Chicago,35,61,95,0.391,8th
Zach Miller,2014,Chicago,35,61,95,0.391,7th
Zach Miller,2015,Chicago,35,83,73,0.532,3rd
Zach Miller,2016,Chicago,35,86,70,0.551,2nd
Zach Miller,2017,Chicago,35,59,97,0.378,8th
Zach Miller,2018,Chicago,35,56,100,0.359,8th
Zach Miller,2019,Chicago,35,12,30,0.286,8th
Zach Miller,2019,Arizona,31,44,70,0.386,7th
Zach Miller,2020,Arizona,31,76,80,0.487,5th
Zach Miller,2021,Arizona,31,65,91,0.417,7th
Zach Miller,2022,Arizona,31,61,95,0.391,7th
Zach Miller,2023,Arizona,31,60,96,0.385,8th
Zach Miller,2024,Arizona,31,78,78,0.5,5th
Zach Miller,2025,Arizona,31,71,85,0.455,6th
Zach Miller,2026,Arizona,31,101,55,0.647,1st
Zach Miller,2027,Arizona,31,94,62,0.603,3rd
Zach Miller,2028,Arizona,31,76,80,0.487,4th
Zach Miller,2029,Arizona,31,0,0,0,1st
Zach Miller,2030,Indianapolis,1186,70,92,0.432,5th
Zach Miller,2031,Indianapolis,1186,67,95,0.414,5th
Zach Miller,2032,Indianapolis,1186,65,97,0.401,5th
Zach Miller,2033,Indianapolis,1186,67,95,0.414,5th
Zach Miller,2034,Indianapolis,1186,64,98,0.395,6th
Zach Miller,2035,Indianapolis,1186,67,95,0.414,6th
Zach Miller,2036,Indianapolis,1186,63,99,0.389,6th
Zach Miller,2037,Indianapolis,1186,56,106,0.346,6th
Zach Miller,2038,Indianapolis,1186,85,77,0.525,3rd
Zach Miller,2039,Indianapolis,1186,95,67,0.586,1st
Zach Miller,2040,Indianapolis,1186,65,97,0.401,4th
Zach Miller,2041,Indianapolis,1186,61,101,0.377,6th
Zach Miller,2042,Indianapolis,1186,61,101,0.377,5th
Zach Miller,2043,Baltimore,33,104,58,0.642,1st
Zach Miller,2044,Baltimore,33,94,68,0.58,1st
Zach Miller,2045,Baltimore,33,94,68,0.58,3rd
Zach Miller,2046,Baltimore,33,68,94,0.42,6th
Zach Miller,2047,Baltimore,33,66,96,0.407,6th
Zach Miller,2048,Baltimore,33,56,106,0.346,6th
Zach Miller,2049,Baltimore,33,41,121,0.253,6th
Zach Miller,2050,Baltimore,33,58,104,0.358,6th
Zach Miller,2051,Baltimore,33,84,78,0.519,3rd
Zach Miller,2052,Baltimore,33,62,100,0.383,6th
Zach Miller,2053,Minnesota,47,93,69,0.574,1st
Zach Miller,2054,Minnesota,47,85,77,0.525,2nd
Zach Miller,2055,Minnesota,47,90,72,0.556,2nd
Zach Miller,2056,Minnesota,47,89,73,0.549,2nd
Zach Miller,2057,Minnesota,47,89,73,0.549,1st
Zach Miller,2058,Minnesota,47,38,58,0.396,4th
Sterling Simpson,2002,Houston,42,47,24,0.662,2nd
Sterling Simpson,2003,Houston,42,78,78,0.5,5th
Sterling Simpson,2004,Houston,42,57,99,0.365,8th
Sterling Simpson,2005,Houston,42,62,94,0.397,8th
Sterling Simpson,2006,Houston,42,71,85,0.455,6th
Sterling Simpson,2007,Houston,42,47,109,0.301,8th
Sterling Simpson,2008,Houston,42,50,106,0.321,8th
Sterling Simpson,2009,Houston,42,67,89,0.429,7th
Sterling Simpson,2010,Houston,42,93,63,0.596,2nd
Sterling Simpson,2011,Houston,42,88,68,0.564,2nd
Sterling Simpson,2012,Houston,42,103,53,0.66,1st
Sterling Simpson,2013,Houston,42,84,72,0.538,1st
Sterling Simpson,2014,Houston,42,93,63,0.596,1st
Sterling Simpson,2015,Houston,42,79,77,0.506,4th
Sterling Simpson,2016,Houston,42,82,75,0.522,4th
Sterling Simpson,2017,Houston,42,92,64,0.59,1st
Sterling Simpson,2018,Houston,42,85,71,0.545,4th
Sterling Simpson,2019,Houston,42,81,75,0.519,4th
Sterling Simpson,2020,Houston,42,99,57,0.635,1st
Sterling Simpson,2021,Houston,42,85,71,0.545,2nd
Sterling Simpson,2022,Houston,42,73,83,0.468,6th
Sterling Simpson,2023,Houston,42,69,87,0.442,6th
Sterling Simpson,2024,Houston,42,74,82,0.474,5th
Sterling Simpson,2025,Houston,42,77,79,0.494,5th
Sterling Simpson,2026,Houston,42,70,86,0.449,5th
Sterling Simpson,2027,Houston,42,79,77,0.506,5th
Sterling Simpson,2028,Houston,42,64,92,0.41,7th
Sterling Simpson,2029,Houston,42,59,97,0.378,8th
Sterling Simpson,2030,Houston,42,63,99,0.389,6th
Sterling Simpson,2031,Houston,42,63,99,0.389,5th
Sterling Simpson,2032,Houston,42,67,95,0.414,5th
Sterling Simpson,2033,Houston,42,70,92,0.432,5th
Sterling Simpson,2034,Houston,42,66,96,0.407,6th
Sterling Simpson,2035,Houston,42,84,78,0.519,4th
Sterling Simpson,2036,Houston,42,87,75,0.537,3rd
Sterling Simpson,2037,Houston,42,77,85,0.475,3rd
Sterling Simpson,2038,Houston,42,83,79,0.512,3rd
Sterling Simpson,2039,Houston,42,80,82,0.494,4th
Sterling Simpson,2040,Houston,42,85,77,0.525,3rd
Sterling Simpson,2041,Houston,42,92,70,0.568,4th
Sterling Simpson,2042,Houston,42,60,102,0.37,6th
Sterling Simpson,2043,Houston,42,73,89,0.451,6th
Sterling Simpson,2044,Houston,42,69,93,0.426,5th
Sterling Simpson,2045,Houston,42,96,66,0.593,1st
Sterling Simpson,2046,Houston,42,83,79,0.512,3rd
Sterling Simpson,2047,Houston,42,86,76,0.531,2nd
Sterling Simpson,2048,Houston,42,95,67,0.586,2nd
Sterling Simpson,2049,Houston,42,97,65,0.599,1st
Sterling Simpson,2050,Houston,42,103,59,0.636,1st
Sterling Simpson,2051,Houston,42,98,64,0.605,2nd
Sterling Simpson,2052,Houston,42,87,75,0.537,2nd
Sterling Simpson,2053,Houston,42,78,84,0.481,4th
Sterling Simpson,2054,Houston,42,80,82,0.494,4th
Sterling Simpson,2055,Houston,42,63,99,0.389,5th
Sterling Simpson,2056,Houston,42,77,85,0.475,4th
Sterling Simpson,2057,Houston,42,88,76,0.537,4th
Sterling Simpson,2058,Houston,42,51,45,0.531,2nd
Steve Higgins,2002,Chicago,36,37,34,0.521,6th
Steve Higgins,2003,Chicago,36,70,86,0.449,6th
Steve Higgins,2004,Chicago,36,85,71,0.545,4th
Steve Higgins,2005,Chicago,36,74,82,0.474,4th
Steve Higgins,2006,Chicago,36,65,91,0.417,8th
Steve Higgins,2007,Chicago,36,81,75,0.519,5th
Steve Higgins,2008,Chicago,36,83,73,0.532,3rd
Steve Higgins,2009,Chicago,36,87,69,0.558,2nd
Steve Higgins,2010,Chicago,36,90,66,0.577,3rd
Steve Higgins,2011,Chicago,36,100,56,0.641,1st
Steve Higgins,2012,Chicago,36,8,4,0.667,1st
Steve Higgins,2012,New York,48,50,94,0.347,7th
Steve Higgins,2013,New York,48,50,106,0.321,8th
Steve Higgins,2014,New York,48,66,90,0.423,7th
Steve Higgins,2015,New York,48,66,90,0.423,6th
Steve Higgins,2016,New York,48,79,77,0.506,5th
Steve Higgins,2017,New York,48,46,110,0.295,8th
Steve Higgins,2018,New York,48,60,96,0.385,8th
Steve Higgins,2019,New York,48,63,93,0.404,8th
Steve Higgins,2020,New York,48,94,62,0.603,2nd
Steve Higgins,2021,New York,48,86,70,0.551,3rd
Steve Higgins,2022,New York,48,78,78,0.5,5th
Steve Higgins,2023,New York,48,77,79,0.494,5th
Steve Higgins,2024,New York,48,79,77,0.506,3rd
Steve Higgins,2025,New York,48,65,91,0.417,7th
Steve Higgins,2026,New York,48,73,83,0.468,7th
Steve Higgins,2027,New York,48,73,83,0.468,6th
Steve Higgins,2028,New York,48,82,74,0.526,4th
Steve Higgins,2029,New York,48,89,67,0.571,3rd
Steve Higgins,2030,New York,48,26,30,0.464,5th
Steve Higgins,2044,St. Louis,60,41,31,0.569,2nd
Steve Higgins,2045,St. Louis,60,64,98,0.395,6th
Steve Higgins,2046,St. Louis,60,58,104,0.358,6th
Steve Higgins,2047,St. Louis,60,70,92,0.432,6th
Steve Higgins,2048,St. Louis,60,64,98,0.395,6th
Steve Higgins,2049,St. Louis,60,74,88,0.457,6th
Steve Higgins,2050,St. Louis,60,85,77,0.525,3rd
Steve Higgins,2051,St. Louis,60,99,63,0.611,1st
Steve Higgins,2052,St. Louis,60,98,64,0.605,1st
Steve Higgins,2053,St. Louis,60,85,77,0.525,2nd
Steve Higgins,2054,St. Louis,60,101,61,0.623,1st
Steve Higgins,2055,St. Louis,60,87,75,0.537,3rd
Steve Higgins,2056,St. Louis,60,100,62,0.617,1st
Steve Higgins,2057,St. Louis,60,90,72,0.556,3rd
Steve Higgins,2058,St. Louis,60,45,51,0.469,4th
Matt Lenz,2002,Texas,58,21,39,0.35,8th
Matt Lenz,2003,Texas,58,89,67,0.571,2nd
Matt Lenz,2004,Texas,58,68,88,0.436,6th
Matt Lenz,2005,Texas,58,72,84,0.462,5th
Matt Lenz,2006,Texas,58,84,72,0.538,3rd
Matt Lenz,2007,Texas,58,78,78,0.5,6th
Matt Lenz,2008,Texas,58,77,79,0.494,6th
Matt Lenz,2009,Texas,58,62,94,0.397,8th
Matt Lenz,2010,Texas,58,57,99,0.365,7th
Matt Lenz,2011,Texas,58,73,83,0.468,7th
Matt Lenz,2012,Texas,58,62,94,0.397,7th
Matt Lenz,2013,Texas,58,76,80,0.487,5th
Matt Lenz,2014,Texas,58,74,82,0.474,6th
Matt Lenz,2015,Texas,58,75,81,0.481,7th
Matt Lenz,2016,Texas,58,75,81,0.481,6th
Matt Lenz,2017,Texas,58,83,73,0.532,5th
Matt Lenz,2018,Texas,58,77,79,0.494,5th
Matt Lenz,2019,Texas,58,98,58,0.628,1st
Matt Lenz,2020,Texas,58,81,75,0.519,3rd
Matt Lenz,2021,Texas,58,99,57,0.635,1st
Matt Lenz,2022,Texas,58,92,64,0.59,1st
Matt Lenz,2023,Texas,58,98,58,0.628,2nd
Matt Lenz,2024,Texas,58,99,57,0.635,1st
Matt Lenz,2025,Texas,58,86,70,0.551,2nd
Matt Lenz,2026,Texas,58,87,69,0.558,2nd
Matt Lenz,2027,Texas,58,80,76,0.513,2nd
Matt Lenz,2028,Texas,58,80,76,0.513,6th
Matt Lenz,2029,Texas,58,83,73,0.532,4th
Matt Lenz,2030,Texas,58,92,70,0.568,1st
Matt Lenz,2031,Texas,58,92,70,0.568,3rd
Matt Lenz,2032,Texas,58,102,60,0.63,2nd
Matt Lenz,2033,Texas,58,77,85,0.475,4th
Matt Lenz,2034,Texas,58,92,70,0.568,2nd
Matt Lenz,2035,Texas,58,100,62,0.617,2nd
Matt Lenz,2036,Texas,58,104,58,0.642,1st
Matt Lenz,2037,Texas,58,100,62,0.617,1st
Matt Lenz,2038,Texas,58,69,93,0.426,4th
Matt Lenz,2039,Texas,58,91,71,0.562,2nd
Matt Lenz,2040,Texas,58,87,75,0.537,1st
Matt Lenz,2041,Texas,58,83,79,0.512,5th
Matt Lenz,2042,Texas,58,76,86,0.469,5th
Matt Lenz,2043,Texas,58,81,81,0.5,3rd
Matt Lenz,2044,Texas,58,66,96,0.407,6th
Matt Lenz,2045,Texas,58,69,93,0.426,4th
Matt Lenz,2046,Texas,58,81,81,0.5,5th
Matt Lenz,2047,Texas,58,73,89,0.451,5th
Matt Lenz,2048,Texas,58,73,89,0.451,5th
Matt Lenz,2049,Texas,58,0,0,0,5th
Amin Liaghati,2003,Baltimore,33,45,51,0.469,5th
Amin Liaghati,2003,Toronto,59,28,32,0.467,5th
Amin Liaghati,2004,Toronto,59,68,88,0.436,5th
Amin Liaghati,2005,Toronto,59,72,84,0.462,6th
Amin Liaghati,2006,Toronto,59,83,73,0.532,2nd
Amin Liaghati,2007,Toronto,59,70,86,0.449,7th
Amin Liaghati,2008,Toronto,59,65,91,0.417,8th
Amin Liaghati,2009,Toronto,59,87,69,0.558,2nd
Amin Liaghati,2010,Toronto,59,91,65,0.583,3rd
Amin Liaghati,2011,Toronto,59,79,77,0.506,3rd
Amin Liaghati,2012,Toronto,59,86,70,0.551,4th
Amin Liaghati,2013,Toronto,59,80,76,0.513,5th
Amin Liaghati,2014,Toronto,59,97,59,0.622,1st
Amin Liaghati,2015,Toronto,59,99,57,0.635,1st
Amin Liaghati,2016,Toronto,59,92,64,0.59,1st
Amin Liaghati,2017,Toronto,59,91,65,0.583,1st
Amin Liaghati,2018,Toronto,59,102,54,0.654,1st
Amin Liaghati,2019,Toronto,59,93,63,0.596,1st
Amin Liaghati,2020,Toronto,59,98,58,0.628,1st
Amin Liaghati,2021,Toronto,59,101,55,0.647,1st
Amin Liaghati,2022,Toronto,59,104,52,0.667,2nd
Amin Liaghati,2023,Toronto,59,109,47,0.699,1st
Amin Liaghati,2024,Toronto,59,111,45,0.712,1st
Amin Liaghati,2025,Toronto,59,118,38,0.756,1st
Amin Liaghati,2026,Toronto,59,103,53,0.66,1st
Amin Liaghati,2027,Toronto,59,110,46,0.705,1st
Amin Liaghati,2028,Toronto,59,104,52,0.667,1st
Amin Liaghati,2029,Toronto,59,106,50,0.679,1st
Amin Liaghati,2030,Toronto,59,115,47,0.71,1st
Amin Liaghati,2031,Toronto,59,118,44,0.728,1st
Amin Liaghati,2032,Toronto,59,120,42,0.741,1st
Amin Liaghati,2033,Toronto,59,110,52,0.679,1st
Amin Liaghati,2034,Toronto,59,101,61,0.623,1st
Amin Liaghati,2035,Toronto,59,86,76,0.531,3rd
Amin Liaghati,2036,Toronto,59,99,63,0.611,2nd
Amin Liaghati,2037,Toronto,59,99,63,0.611,1st
Amin Liaghati,2038,Toronto,59,66,96,0.407,5th
Amin Liaghati,2039,Toronto,59,99,63,0.611,3rd
Amin Liaghati,2040,Toronto,59,78,84,0.481,5th
Amin Liaghati,2041,Toronto,59,89,73,0.549,2nd
Amin Liaghati,2042,Toronto,59,100,62,0.617,1st
Amin Liaghati,2043,Toronto,59,102,60,0.63,2nd
Amin Liaghati,2044,Toronto,59,89,73,0.549,2nd
Amin Liaghati,2045,Toronto,59,89,73,0.549,4th
Amin Liaghati,2046,Toronto,59,87,75,0.537,3rd
Amin Liaghati,2047,Toronto,59,98,64,0.605,2nd
Amin Liaghati,2048,Toronto,59,95,67,0.586,1st
Amin Liaghati,2049,Toronto,59,99,63,0.611,1st
Amin Liaghati,2050,Toronto,59,93,69,0.574,1st
Amin Liaghati,2051,Toronto,59,108,54,0.667,1st
Amin Liaghati,2052,Toronto,59,104,58,0.642,1st
Amin Liaghati,2053,Toronto,59,81,81,0.5,4th
Amin Liaghati,2054,Toronto,59,92,70,0.568,2nd
Amin Liaghati,2055,Toronto,59,89,73,0.549,3rd
Amin Liaghati,2056,Toronto,59,79,83,0.488,4th
Amin Liaghati,2057,Toronto,59,86,76,0.531,3rd
Amin Liaghati,2058,Toronto,59,43,53,0.448,5th
Jaymo Jangles,2008,Montreal,801,8,10,0.444,6th
Jaymo Jangles,2009,Montreal,801,77,79,0.494,5th
Jaymo Jangles,2010,Montreal,801,101,55,0.647,1st
Jaymo Jangles,2011,Montreal,801,101,55,0.647,1st
Jaymo Jangles,2012,Montreal,801,96,60,0.615,1st
Jaymo Jangles,2013,Montreal,801,86,70,0.551,3rd
Jaymo Jangles,2014,Montreal,801,58,98,0.372,8th
Jaymo Jangles,2015,Montreal,801,59,97,0.378,7th
Jaymo Jangles,2016,Montreal,801,91,65,0.583,2nd
Jaymo Jangles,2017,Montreal,801,79,77,0.506,4th
Jaymo Jangles,2018,Montreal,801,72,84,0.462,6th
Jaymo Jangles,2019,Montreal,801,79,77,0.506,4th
Jaymo Jangles,2020,Montreal,801,91,65,0.583,3rd
Jaymo Jangles,2021,Montreal,801,64,92,0.41,8th
Jaymo Jangles,2022,Montreal,801,58,98,0.372,8th
Jaymo Jangles,2023,Montreal,801,62,94,0.397,7th
Jaymo Jangles,2024,Montreal,801,77,79,0.494,4th
Jaymo Jangles,2025,Montreal,801,88,68,0.564,4th
Jaymo Jangles,2026,Montreal,801,90,66,0.577,2nd
Jaymo Jangles,2027,Montreal,801,85,71,0.545,4th
Jaymo Jangles,2028,Montreal,801,89,67,0.571,2nd
Jaymo Jangles,2029,Montreal,801,73,83,0.468,5th
Jaymo Jangles,2030,Montreal,801,87,75,0.537,4th
Jaymo Jangles,2031,Montreal,801,93,70,0.571,2nd
Jaymo Jangles,2032,Montreal,801,79,83,0.488,4th
Jaymo Jangles,2034,Detroit,40,7,11,0.389,6th
Jason Treece,2008,Las Vegas,802,1,5,0.167,6th
Jason Treece,2009,Las Vegas,802,79,77,0.506,5th
Jason Treece,2010,Las Vegas,802,69,87,0.442,6th
Jason Treece,2011,Las Vegas,802,38,40,0.487,5th
Jason Treece,2011,St. Louis,56,42,36,0.538,5th
Jason Treece,2012,St. Louis,56,67,89,0.429,6th
Jason Treece,2013,St. Louis,56,74,82,0.474,6th
Jason Treece,2014,St. Louis,56,90,66,0.577,2nd
Jason Treece,2015,St. Louis,56,85,71,0.545,2nd
Jason Treece,2016,St. Louis,56,78,78,0.5,5th
Jason Treece,2017,St. Louis,56,89,67,0.571,3rd
Jason Treece,2018,St. Louis,56,71,85,0.455,6th
Jason Treece,2019,St. Louis,56,78,78,0.5,5th
Jason Treece,2020,St. Louis,56,50,106,0.321,8th
Jason Treece,2021,St. Louis,56,64,92,0.41,8th
Jason Treece,2022,St. Louis,56,73,83,0.468,5th
Jason Treece,2023,St. Louis,56,29,43,0.403,8th
Jason Treece,2056,Fresno,1185,6,12,0.333,6th
Jason Treece,2057,Fresno,1185,46,116,0.284,6th
Jason Treece,2058,Fresno,1185,36,60,0.375,6th
Temp Temp,2009,Arizona,31,0,0,0,5th
Scott Loehring,2009,Arizona,31,86,70,0.551,4th
Scott Loehring,2010,Arizona,31,64,92,0.41,7th
Scott Loehring,2011,Arizona,31,57,99,0.365,7th
Scott Loehring,2012,Arizona,31,61,95,0.391,7th
Scott Loehring,2013,Arizona,31,53,103,0.34,8th
Scott Loehring,2014,Arizona,31,71,85,0.455,5th
Scott Loehring,2015,Arizona,31,89,67,0.571,3rd
Scott Loehring,2016,Arizona,31,81,75,0.519,5th
Scott Loehring,2017,Arizona,31,84,72,0.538,4th
Scott Loehring,2018,Arizona,31,73,83,0.468,7th
Scott Loehring,2019,Arizona,31,17,25,0.405,6th
Scott Loehring,2019,Washington,60,42,72,0.368,8th
Scott Loehring,2020,Washington,60,60,96,0.385,7th
Scott Loehring,2021,Washington,60,73,83,0.468,4th
Scott Loehring,2022,Washington,60,77,79,0.494,4th
Scott Loehring,2023,Washington,60,71,86,0.452,5th
Scott Loehring,2024,Washington,60,60,96,0.385,8th
Scott Loehring,2025,Washington,60,46,110,0.295,8th
Scott Loehring,2026,Washington,60,54,102,0.346,8th
Scott Loehring,2027,Washington,60,48,108,0.308,8th
Scott Loehring,2028,Washington,60,74,82,0.474,7th
Scott Loehring,2029,Washington,60,68,88,0.436,7th
Scott Loehring,2030,St. Louis,60,78,84,0.481,3rd
Scott Loehring,2031,St. Louis,60,94,68,0.58,1st
Scott Loehring,2032,St. Louis,60,108,54,0.667,1st
Scott Loehring,2033,St. Louis,60,95,67,0.586,1st
Scott Loehring,2034,St. Louis,60,99,63,0.611,1st
Scott Loehring,2035,St. Louis,60,72,90,0.444,5th
Scott Loehring,2036,St. Louis,60,44,118,0.272,6th
Scott Loehring,2037,St. Louis,60,67,95,0.414,6th
Scott Loehring,2038,St. Louis,60,62,100,0.383,6th
Scott Loehring,2039,St. Louis,60,55,107,0.34,6th
Scott Loehring,2040,St. Louis,60,77,85,0.475,5th
Scott Loehring,2041,St. Louis,60,93,69,0.574,2nd
Scott Loehring,2042,St. Louis,60,92,70,0.568,2nd
Scott Loehring,2048,New York,48,20,16,0.556,2nd
Scott Loehring,2049,New York,48,0,0,0,3rd
Scott Loehring,2049,Texas,58,78,84,0.481,5th
Scott Loehring,2050,Texas,58,82,80,0.506,4th
Scott Loehring,2051,Texas,58,13,5,0.722,1st
Ethan Sexton,2009,Washington,60,9,15,0.375,6th
Ignacio Valencia,2009,Washington,60,41,91,0.311,7th
Ignacio Valencia,2010,Washington,60,49,107,0.314,8th
Ignacio Valencia,2011,Washington,60,67,89,0.429,6th
Ignacio Valencia,2012,Washington,60,93,63,0.596,2nd
Ignacio Valencia,2013,Washington,60,75,81,0.481,5th
Ignacio Valencia,2014,Washington,60,74,82,0.474,7th
